action_modified,attack_attempted,attack_succeeded,capture_rate,collapsed,contamination_occurred,defense_active,defense_fired,elapsed_seconds,evaluated_yield_opportunities,extinct,final_population,final_u_sys_v2,honest_yield_opportunities,integrity_tamper_attempted,is_v2_mode,machine,max_total_suppression,min_resilience_stock,mode,n_candidates_v2,parameter_defense_active,parameter_population,ratified_yields,replicate,rollout_steps_v2,schema_version,seed,steps_completed,steps_requested,succession_blocked,survived,vector,yield_checks,yield_condition_blocked_count,yield_condition_met_count,yield_manipulated
True,True,True,0.0,True,False,False,False,38.20570640312508,0,True,0,2.747807356824691,0,False,True,linux,1.0,0.3064980120568386,full,300,False,100,0,19,20,attack-v2-row-v1,1457085991,108,300,False,False,opaque_reasoning,0,0,0,False
True,True,True,0.0,True,False,False,False,35.542535044718534,0,True,0,2.9763478958050666,0,False,True,linux,1.0,0.3265237352828134,full,300,False,150,0,19,20,attack-v2-row-v1,1699676267,100,300,False,False,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,109.49756559217349,0,False,379,73.48086231247765,0,False,True,linux,1.0,0.2894974146311566,full,300,True,100,0,0,20,attack-v2-row-v1,241112830,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,108.7853103838861,0,False,320,67.03403897455814,0,False,True,linux,1.0,0.2907136619600629,full,300,True,150,0,0,20,attack-v2-row-v1,1265808916,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,109.1360828531906,0,False,317,64.177697086938,0,False,True,linux,1.0,0.29116767579374064,full,300,True,200,0,0,20,attack-v2-row-v1,2107211867,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,105.95102779800072,0,False,290,59.45989733663001,0,False,True,linux,1.0,0.2917496922646401,full,300,True,200,0,1,20,attack-v2-row-v1,135788670,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,106.11051265802234,0,False,282,56.612433335154456,0,False,True,linux,1.0,0.3035257504400847,full,300,True,100,0,1,20,attack-v2-row-v1,1003921550,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,109.49923051986843,0,False,345,70.69077654807303,0,False,True,linux,1.0,0.3055978601396437,full,300,True,150,0,1,20,attack-v2-row-v1,1909917054,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,107.49249606393278,0,False,233,47.21090162752432,0,False,True,linux,1.0,0.27432126696113823,full,300,True,100,0,2,20,attack-v2-row-v1,494233185,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,108.93659246573225,0,False,342,70.75167295527191,0,False,True,linux,1.0,0.2979604111959694,full,300,True,200,0,2,20,attack-v2-row-v1,842325246,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,107.96334061399102,0,False,274,58.094726223571335,0,False,True,linux,1.0,0.31806160608461304,full,300,True,150,0,2,20,attack-v2-row-v1,1785546547,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,108.59777700621635,0,False,258,52.924934928458725,0,False,True,linux,1.0,0.2837781998172132,full,300,True,100,0,3,20,attack-v2-row-v1,1393091129,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,107.95532503910363,0,False,334,69.37049231839231,0,False,True,linux,1.0,0.2741514974911115,full,300,True,150,0,3,20,attack-v2-row-v1,1670781262,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,108.99197020707652,0,False,299,64.30404845479717,0,False,True,linux,1.0,0.293249482428657,full,300,True,200,0,3,20,attack-v2-row-v1,2006465549,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,107.62413508305326,0,False,334,68.33044764152177,0,False,True,linux,1.0,0.3002766513281353,full,300,True,150,0,4,20,attack-v2-row-v1,713118512,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,107.03701756056398,0,False,322,66.02466821405434,0,False,True,linux,1.0,0.2961991336697291,full,300,True,200,0,4,20,attack-v2-row-v1,857078884,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,109.37712591001764,0,False,350,72.54340558338122,0,False,True,linux,1.0,0.2883693586761457,full,300,True,100,0,4,20,attack-v2-row-v1,876406308,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,107.79772833967581,0,False,354,74.3345304691346,0,False,True,linux,1.0,0.2885909318658693,full,300,True,150,0,5,20,attack-v2-row-v1,645180342,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,108.17149377288297,0,False,306,62.25831918817617,0,False,True,linux,1.0,0.2797817350157792,full,300,True,100,0,5,20,attack-v2-row-v1,1481504068,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,107.06750343600288,0,False,273,55.794484041699434,0,False,True,linux,1.0,0.30850145302721704,full,300,True,200,0,5,20,attack-v2-row-v1,1520652093,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,108.63196591474116,0,False,290,59.827148709209716,0,False,True,linux,1.0,0.28897103336528757,full,300,True,150,0,6,20,attack-v2-row-v1,256893689,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,108.89012812776491,0,False,332,70.24012969879284,0,False,True,linux,1.0,0.292926713579455,full,300,True,100,0,6,20,attack-v2-row-v1,716839541,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,106.60843233624473,0,False,329,68.39625584211203,0,False,True,linux,1.0,0.27406367572390516,full,300,True,200,0,6,20,attack-v2-row-v1,1375968243,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,106.5388053660281,0,False,313,66.11244751924535,0,False,True,linux,1.0,0.3044414905658573,full,300,True,150,0,7,20,attack-v2-row-v1,771500966,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,109.07490816526115,0,False,352,73.44327181281363,0,False,True,linux,1.0,0.28265633081105146,full,300,True,200,0,7,20,attack-v2-row-v1,1661687824,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,108.18804730800912,0,False,312,65.8461908327024,0,False,True,linux,1.0,0.2956487287002888,full,300,True,100,0,7,20,attack-v2-row-v1,1733302854,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,109.13444479834288,0,False,321,64.16180934207758,0,False,True,linux,1.0,0.27970714238134475,full,300,True,150,0,8,20,attack-v2-row-v1,992934648,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,106.09707415709272,0,False,252,52.9390312368689,0,False,True,linux,1.0,0.2895630837426054,full,300,True,100,0,8,20,attack-v2-row-v1,1830487129,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,108.33210527570918,0,False,336,71.2436884067248,0,False,True,linux,1.0,0.29392682329606623,full,300,True,200,0,8,20,attack-v2-row-v1,2049102738,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,108.82591626700014,0,False,327,66.38535642724547,0,False,True,linux,1.0,0.2909022717283673,full,300,True,200,0,9,20,attack-v2-row-v1,681174045,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,107.57227506488562,0,False,295,60.72769501100232,0,False,True,linux,1.0,0.3045427576822928,full,300,True,150,0,9,20,attack-v2-row-v1,1436516425,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,107.92585913231596,0,False,311,63.6917361212702,0,False,True,linux,1.0,0.28924631264977796,full,300,True,100,0,9,20,attack-v2-row-v1,1623109903,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,108.05829169880599,0,False,287,61.65044874300353,0,False,True,linux,1.0,0.30593486306445095,full,300,True,150,0,10,20,attack-v2-row-v1,677813764,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,106.98769420292228,0,False,300,62.17368973037831,0,False,True,linux,1.0,0.2907115899338892,full,300,True,200,0,10,20,attack-v2-row-v1,1481068019,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,106.57000477286056,0,False,275,56.75183789065568,0,False,True,linux,1.0,0.2927490013856999,full,300,True,100,0,10,20,attack-v2-row-v1,1631275631,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,89.99581711785868,0,False,273,56.7333289742905,0,False,True,linux,1.0,0.29377843771124995,full,300,True,200,0,11,20,attack-v2-row-v1,565971426,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,106.97046487079933,0,False,322,66.82526927880689,0,False,True,linux,1.0,0.3144288797460215,full,300,True,150,0,11,20,attack-v2-row-v1,894680764,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,107.97583089210093,0,False,344,71.51499050730206,0,False,True,linux,1.0,0.3179345836368474,full,300,True,100,0,11,20,attack-v2-row-v1,2075274384,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,92.86871954612434,0,False,298,61.198906530593355,0,False,True,linux,1.0,0.3112456507654721,full,300,True,200,0,12,20,attack-v2-row-v1,319569386,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,108.17031763819978,0,False,310,64.75881862419021,0,False,True,linux,1.0,0.2902747687490535,full,300,True,100,0,12,20,attack-v2-row-v1,1352888845,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,108.4678532090038,0,False,260,52.78730532895797,0,False,True,linux,1.0,0.3091897574903644,full,300,True,150,0,12,20,attack-v2-row-v1,1780768487,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,106.8119354811497,0,False,256,52.465694759281725,0,False,True,linux,1.0,0.3102229388514901,full,300,True,100,0,13,20,attack-v2-row-v1,591080987,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,107.73500624718145,0,False,371,76.2035615391419,0,False,True,linux,1.0,0.2893712613487029,full,300,True,150,0,13,20,attack-v2-row-v1,841340596,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,93.29207395436242,0,False,301,63.17646586482072,0,False,True,linux,1.0,0.2991248810727565,full,300,True,200,0,13,20,attack-v2-row-v1,1975472850,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,90.16538298223168,0,False,326,66.26833389293617,0,False,True,linux,1.0,0.27942991651729904,full,300,True,200,0,14,20,attack-v2-row-v1,1018982096,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,108.2627184689045,0,False,302,60.49866659928051,0,False,True,linux,1.0,0.29074117764687557,full,300,True,150,0,14,20,attack-v2-row-v1,1381996797,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,108.92747499793768,0,False,297,61.871200485621394,0,False,True,linux,1.0,0.29816768430859114,full,300,True,100,0,14,20,attack-v2-row-v1,2001055446,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,90.50637063803151,0,False,247,51.015579078211665,0,False,True,linux,1.0,0.2935382237043695,full,300,True,200,0,15,20,attack-v2-row-v1,397260958,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,107.99013671278954,0,False,327,66.79517313742599,0,False,True,linux,1.0,0.30927770671240384,full,300,True,100,0,15,20,attack-v2-row-v1,1325751339,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,107.84979713335633,0,False,327,67.35534744707381,0,False,True,linux,1.0,0.3006199907429079,full,300,True,150,0,15,20,attack-v2-row-v1,1760533660,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,107.44977878080681,0,False,317,63.36204538602471,0,False,True,linux,1.0,0.3097847584708625,full,300,True,100,0,16,20,attack-v2-row-v1,155944654,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,97.83926603710279,0,False,270,54.13777611791413,0,False,True,linux,1.0,0.3012641318229005,full,300,True,200,0,16,20,attack-v2-row-v1,948701911,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,108.81328436685726,0,False,308,63.39042618745626,0,False,True,linux,1.0,0.2795141651876132,full,300,True,150,0,16,20,attack-v2-row-v1,1431310012,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,79.47004020772874,0,False,275,55.857440004003905,0,False,True,linux,1.0,0.29330557239227495,full,300,True,200,0,17,20,attack-v2-row-v1,104418517,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,108.39998776791617,0,False,298,60.15816704997831,0,False,True,linux,1.0,0.29018938404085154,full,300,True,100,0,17,20,attack-v2-row-v1,323955470,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,108.02232898725197,0,False,358,73.98555282655042,0,False,True,linux,1.0,0.2741126183339065,full,300,True,150,0,17,20,attack-v2-row-v1,1866911936,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,74.83546241000295,0,False,362,71.42295987970792,0,False,True,linux,1.0,0.2928016859915703,full,300,True,200,0,18,20,attack-v2-row-v1,539770226,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,109.2666378999129,0,False,375,76.74746023881123,0,False,True,linux,1.0,0.29321879764507475,full,300,True,150,0,18,20,attack-v2-row-v1,602317811,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,107.75940533773974,0,False,338,69.01136521913283,0,False,True,linux,1.0,0.3007467263148083,full,300,True,100,0,18,20,attack-v2-row-v1,1142314312,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,78.55094075482339,0,False,310,67.54381108519333,0,False,True,linux,1.0,0.28907369658231347,full,300,True,200,0,19,20,attack-v2-row-v1,615484903,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,107.83499052841216,0,False,322,65.4838781148208,0,False,True,linux,1.0,0.3064980120568386,full,300,True,100,0,19,20,attack-v2-row-v1,1457085991,300,300,False,True,opaque_reasoning,0,0,0,False
False,True,False,0.0,False,False,True,True,108.54130958206952,0,False,348,68.30057017066557,0,False,True,linux,1.0,0.30376199428831646,full,300,True,150,0,19,20,attack-v2-row-v1,1699676267,300,300,False,True,opaque_reasoning,0,0,0,False
